Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,2 Tbsp. Sysco Natural fresh lemon juice,"3865649, 3944574, 4063095",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ tsp. Sysco Classic kosher salt,6040760,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,Chickpea-Artichoke “Chicken” Waldorf Salad,,½ tsp. Sysco Imperial ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,"1 Imperial Fresh Gala apple, cored and thinly sliced",6761058,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,2 cups Imperial Fresh baby arugula,5142072,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,¼ cup Imperial Fresh matchstick carrots,"1675750, 5775507, 2227007",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,¼ cup thinly sliced Imperial Fresh red onion,"8313967, 1039494, 1094663, 5098905, 8399925",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,2 Tbsp. Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,1 Tbsp. Sysco Classic apple cider vinegar,1431705,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,¼ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,"6 Sysco Simply Plant Based Vegan Cornettos (Savory), baked, cut lengthwise but not all the way through",5437803,American
Chickpea-Artichoke “Chicken” Waldorf Salad Cornetto,6910,For Serving,,1 Tbsp. finely chopped Imperial Fresh parsley,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,2 cups Sysco Classic apple cider,1431705,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,¼ lb. Wholesome Farms Imperial unsalted butter,"5093382, 1295155, 1295213, 3029534",American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,1¼ cups Sysco Classic brown sugar,7546959,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,¾ cup Sysco Classic corn syrup,3995034,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,⅓ cup Wholesome Farms Classic heavy cream,"4828802, 6935464",American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,Apple Cider-Butterscotch Sauce,,½ tsp. Sysco Classic kosher salt,6040760,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,For Serving,,28 cinnamon-sugar donut holes,,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,For Serving,,14 paper lollipop sticks,,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,For Serving,,1 Sysco Imperial Caramel Apple Cheesecake,5434958,American
Caramel Apple Cheesecake with Cinnamon-Sugar Donuts,6915,For Serving,,½ cup diced Imperial Fresh green and/or red apple,6761058,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,¾ cup Wholesome Farms Imperial plain Greek yogurt,4360901,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,2 Tbsp. chopped Imperial Fresh parsley and/or cilantro,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,2 Tbsp. sriracha,"4190165, 8775435, 4173262, 7073041, 5535661, 2451417, 7011275, 7997208, 5129147",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,1 Tbsp. Sysco Classic white wine vinegar,4113072,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,¾ tsp. Sysco Imperial red pepper flakes,1630961,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,Sriracha-Yogurt Dressing,,½ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,¾ Ib. Imperial Fresh new potatoes,"1543164, 4949618",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,1 cup chopped Imperial Fresh asparagus,2161735,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,"4 slices Sysco Classic thick-cut bacon, diced","5857679, 2356323",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,"12 Sysco Classic Fully Cooked Chicken Breast Skewers, thawed",7104537,American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,4 cups chopped Imperial Fresh radicchio,"2512853, 1060953, 1471143",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,1 cup halved Imperial Fresh red radishes,"8397747, 9830407, 6894232, 7441157",American
Bacon-Basted Chicken Breast Skewers over Spring Salad,6939,For Serving,,1 cup halved Imperial Fresh sugar snap peas,4249389,American
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,"2 Imperial Fresh garlic cloves, minced",,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,"3 Tbsp. Imperial Fresh yellow onion, minced",,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,2 Tbsp. Sysco Natural fresh lime juice,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,2 Tbsp. Arrezzio Imperial olive oil,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,1 Tbsp. Sysco Imperial McCormick Aleppo pepper,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,1 tsp. Sysco Imperial ground cumin,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,Aleppo Pepper Rub,,¼ tsp. Sysco Classic kosher salt,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,"8 Sysco Classic Fully Cooked Chicken Thigh Skewers, thawed",,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,2 cups loosely packed Imperial Fresh cilantro leaves,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,1 cup shredded Imperial Fresh red cabbage,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,"1 cup fresh or Sysco Classic frozen sweet corn, thawed if necessary",,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,½ cup chopped Imperial Fresh red bell pepper,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,¼ cup Arrezzio Imperial olive oil,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,3 Tbsp. Sysco Natural fresh lime juice,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,½ tsp. Sysco Classic kosher salt,,"American, Middle Eastern"
Aleppo Chicken Thigh Skewers with Red Cabbage & Corn Salad,6937,For Serving,,½ tsp. Sysco Imperial fresh ground black pepper,,"American, Middle Eastern"
Mini Pimento Cheese Biscuit Sandwiches,6932,Mini Biscuits,,2 cups Baker’s Source buttermilk biscuit mix,"2748889, 2810410, 5796164, 2810628",American
Mini Pimento Cheese Biscuit Sandwiches,6932,Mini Biscuits,,1 cup buttermilk,"7059783, 4852788, 4961239, 4914499, 8965881, 4668227, 2241347, 5264419, 5109107, 5109113, 4751263, 4961247, 5073141, 8653909, 2491702, 5065325, 5066069",American
Mini Pimento Cheese Biscuit Sandwiches,6932,Mini Biscuits,,pan spray,4290049,American
Mini Pimento Cheese Biscuit Sandwiches,6932,Mini Biscuits,,2 Tbsp. everything seasoning,,American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,"4 Imperial Fresh garlic cloves, crushed","1821537, 7127443, 8853954",American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,6 cups packed chopped collard greens,,American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,½ cup Arrezzio Imperial olive oil,,American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,½ tsp. Sysco Imperial red pepper flakes,"5913454, 5229448, 9806423",American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,12 Sysco Imperial Pimento Cheese Bites,7104329,American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,½ cup pepper jelly,,American
Mini Pimento Cheese Biscuit Sandwiches,6932,For Serving,,½ cup pickled cherry peppers and/or pickled jalapeños,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,2 tsp. Sysco Imperial McCormick cumin seeds,5228713,American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,"2 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,¾ cup Sysco Imperial mayonnaise,"4002416, 4002390, 4116364",American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,2 tsp. Imperial Fresh lime zest,"7412570, 9578964, 9041435",American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,1 tsp. Imperial Fresh orange zest,"7412604, 7651841, 7651910",American
Mexican Street Corn Wings,6917,Cumin-Citrus Mayo,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Mexican Street Corn Wings,6917,For Serving,,16 Tyson® Boneless Thigh Wings,7105253,American
Mexican Street Corn Wings,6917,For Serving,,½ cup Sysco Classic frozen roasted sweet corn kernels,1435221,American
Mexican Street Corn Wings,6917,For Serving,,½ cup Sysco Pica y Salpica crumbled queso fresco,"0679965, 2238036, 5979289, 8821464",American
Mexican Street Corn Wings,6917,For Serving,,3 Tbsp. chopped Imperial Fresh cilantro,"1048248, 2004612, 2004620, 2219095, 8539017",American
Mexican Street Corn Wings,6917,For Serving,,2 tsp. Tajín® seasoning,,American
Mexican Street Corn Wings,6917,For Serving,,2 tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Mexican Street Corn Wings,6917,For Serving,,8 Imperial Fresh lime wedges,"7412570, 9578964, 9041435",American
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,1 Tbsp. Sysco Classic canola oil,"3222686, 5131046",Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,"¾ Ib. Sysco Classic Sous Vide Sirloin Steak, cut into ½-inch cubes",7086514,Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,½ cup diced Imperial Fresh yellow onion,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,¼ cup Wholesome Farms Imperial unsalted butter,"5093382, 1295155, 1295213, 3029534",Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,1 tsp. Sysco Imperial McCormick steak seasoning,6639553,Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,½ tsp. Sysco Classic kosher salt plus additional for serving,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,½ tsp. Sysco Imperial fresh ground black pepper plus additional for serving,"5229273, 5229281, 5229356, 5229331",Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,¼ cup Sysco Classic all-purpose flour,8378111,Canadian
Junior Cut SIDEWINDERS Poutine,6950,Beef Gravy,,2 cups beef broth,,Canadian
Junior Cut SIDEWINDERS Poutine,6950,For Serving,,8 cups Simplot Junior Cut SIDEWINDERS Fries,7105268,Canadian
Junior Cut SIDEWINDERS Poutine,6950,For Serving,,2 cups Sysco Imperial Cheddar cheese curds,9456294,Canadian
Junior Cut SIDEWINDERS Poutine,6950,For Serving,,chopped Imperial Fresh chives for garnish,"2058840, 2058857, 2058881",Canadian
Lemon-Ricotta Stuffed French Toast,6891,Turkish Fig Syrup,,"¼ lb. dried Turkish figs, chopped",3886298,American
Lemon-Ricotta Stuffed French Toast,6891,Turkish Fig Syrup,,⅓ cup brown sugar,7546959,American
Lemon-Ricotta Stuffed French Toast,6891,Turkish Fig Syrup,,¼ cup Sysco Natural fresh lemon juice,"3865649, 3944574, 4063095",American
Lemon-Ricotta Stuffed French Toast,6891,Turkish Fig Syrup,,1 Tbsp. Imperial Fresh lemon zest,"0376402, 2252005, 2252013, 2252021, 2252039, 2252138, 2252120",American
Lemon-Ricotta Stuffed French Toast,6891,Lemon-Ricotta Stuffing,,1 cup Arrezzio whole milk ricotta cheese,2192102,American
Lemon-Ricotta Stuffed French Toast,6891,Lemon-Ricotta Stuffing,,1 Tbsp. Sysco Classic powdered sugar,"5593900, 5825672, 6217644",American
Lemon-Ricotta Stuffed French Toast,6891,Lemon-Ricotta Stuffing,,2 tsp. Imperial Fresh lemon zest,"0376402, 2252005, 2252013, 2252021, 2252039, 2252138, 2252120",American
Lemon-Ricotta Stuffed French Toast,6891,Lemon-Ricotta Stuffing,,1 tsp. Sysco Imperial McCormick vanilla extract,"5230040, 5230057, 5239371, 9787284",American
Lemon-Ricotta Stuffed French Toast,6891,For Serving,,3 Wholesome Farms Imperial large eggs,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",American
Lemon-Ricotta Stuffed French Toast,6891,For Serving,,¾ cup Wholesome Farms Classic whole milk,"2327740, 6355857",American
Lemon-Ricotta Stuffed French Toast,6891,For Serving,,8 slices Sysco Simply Plant Based Sprouted Grain Bread (Oat Grain),7084880,American
Lemon-Ricotta Stuffed French Toast,6891,For Serving,,1 cup Imperial Fresh raspberries,1458595,American
Lemon-Ricotta Stuffed French Toast,6891,For Serving,,¼ cup Sysco Classic toasted sliced almonds,"4888590, 4645412, 4888582, 5963848",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,"6 Campari tomatoes, diced",,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,"3 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,¼ cup diced Imperial Fresh red onion,"8313967, 1039494, 1094663, 5098905, 8399925",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,2 Tbsp. chopped Imperial Fresh basil,2004513,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,2 Tbsp. red wine vinegar,4113056,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,½ tsp. Sysco Imperial Italian seasoning,"9806472, 5913447",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,Italian Salsa,,½ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,2 Tbsp. Arrezzio Imperial olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,"1½ Ib. Sysco Classic Sous Vide Sirloin Steak, thinly sliced",7086514,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,½ tsp. Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,½ tsp. Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,3 cups thinly sliced Imperial Fresh green and/or red bell peppers,"6902340, 1079250",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,2 cups thinly sliced Imperial Fresh red onion,"8313967, 1039494, 1094663, 5098905, 8399925",American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,8 cups Simplot Junior Cut SIDEWINDERS Fries,7105268,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,"2 cups Sysco Classic Cheddar cheese sauce, warmed",389348,American
Loaded Philly Junior Cut SIDEWINDERS Bowl,6951,For Serving,,finely chopped Imperial Fresh Italian parsley for garnish,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",American
Loaded Feta-Fattoush Fries,6898,,,8 cups steak fries,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,1½ cups Block & Barrel Imperial Spreadable Feta (Classic),,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,1 cup chopped Imperial Fresh Campari tomatoes,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,1 cup chopped Imperial Fresh cucumbers,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,½ cup thinly sliced Imperial Fresh red onion,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,"⅓ cup Imperial Fresh dill, mint, and/or oregano",,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,2 Tbsp. Arrezzio Imperial olive oil,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,½ tsp. ground sumac,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,1 tsp. Sysco Classic kosher salt,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,½ tsp. Sysco Imperial fresh ground black pepper,,"American, Mediterranean"
Loaded Feta-Fattoush Fries,6898,,,Imperial Fresh lemon slices for garnish,,"American, Mediterranean"
Korean-Style Boneless Thigh Wings,6922,Gochujang Wing Sauce,,"2 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",Korean
Korean-Style Boneless Thigh Wings,6922,Gochujang Wing Sauce,,¼ cup gochujang,"2591792, 5008117, 7044350, 7051234, 9908462, 7088601",Korean
Korean-Style Boneless Thigh Wings,6922,Gochujang Wing Sauce,,2 Tbsp. Sysco Classic granulated sugar,"1801141, 2926727, 4782694, 5087572",Korean
Korean-Style Boneless Thigh Wings,6922,Gochujang Wing Sauce,,2 Tbsp. Sysco Classic honey,4361432,Korean
Korean-Style Boneless Thigh Wings,6922,Gochujang Wing Sauce,,2 Tbsp. International Supreme seasoned rice vinegar,"0697615, 8933060, 0730648",Korean
